Sentiment,Text
0,@bigfatmaggot Awww. Too bad for you. 
1,@bigfatmaggot There you go. 
1,@bigfatmaggot You have a new number?! Text me!!! 
1,@bimbler whoohoo! I better get my rock shoes on like donkey kong! 
1,@Bimbles_33 Woo  Oh The Oaks is in buttfuck southwest NSW 
0,@bimbola16 still tho it looks stupid. And my poor mom thinks that short hair looks good on her and so her face always looks fat 
1,"@BimmerTech I dunno, but when you heading home "
1,@bimmusic It goes well my friend.   How are you doing?
1,@bimsenkleider was anyone using a coffee cup? 
0,@Bin4now5 not even grey here!  That's odd.  Who was poorly on Sunday?? 
1,@binarinabina OMG yes it was. I'm still smiling! 
0,@binarybball ahh really hard to say I dont want to see any of them leave 
1,"@binarycrayon find someone else to pass the camera onto and send it to them along with the letter , and write down some info on your shot "
1,@binarylife  well that just sounds like an awesome combination! yay!
0,@binarylife tell me about it. I think my skull has shrunk two sizes. Espressos are not helping 
0,@BinaryOffbeat I wanna do something too. Pero I'm stuck babysitting tonight 
0,"@binchn  yes,i  know ;) you've brocken your hand? right? what did you do? my  poor  little bine "
0,@binchn oh no very very shit!!  on sunday is Christines ballet show...you must get healthy until sunday!! very fast ok?
1,"@bindermichi Ah, nice, thanks. "
1,"@BindiLoves I was also up at the crack of sparrows this morning - my 7 year old is responsible for that - still, mornings *are* nice "
1,@bing Any reason why searching for a postcode then clicking &quot;Maps&quot; at the top links to multimap? 
1,@bing Guys i can pass your censoring filters just by using spaces in my keywords. Ex. S E X Y instead of sexy.Please fix it 
0,"@bing Hey bing, Indeed Hulu desktop is only for the US  i wish youtube paid up for there music fees."
1,@bing Is Bing offering sponsorships right now? 
0,@bing tried USD to EUR and it doesn't show the exchange rates no matter what I do  Same for weather...
1,@bing u will be no 1 in search also wait for some time 
0,@binghamwray damnit i would but i have to go to leahs graduation at like 6! and i still have to get ready  wanna come? one open seat!
1,@bingllabong I'm hanging out with my friend rebecca tonight. I'll see if I can get her to stop to say hi  I miss the house!
0,"@binglovesliz ugh..again, not my sizes!!  #trackle #squarespace but I'm going to keep looking!!"
1,@bingofuel I love their Agency Vision 
0,@bingofuel LOL thanks for stealing away my cheerful pic title when I've only had it for a few minutes 
0,@BingTheCherry he's on zul'jin (i think that's how you spell it) so i doubt they'll ever meet 
1,@BingyBongy is cooking a home made curry &amp; then we're all going to watch 'defiance' on big screen in my photo studio ... Family treat 
1,"@binhog737 Congrats on all of the above! (er, it's Twitter, so that's &quot;below&quot;) "
1,@binhog737 It'll be bad in about 24 hours... just sayin...  
0,"@binhog737 Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI "
0,@binhog737 Who knows what I'll get-I don't know until 4 hrs prior.  I am lining up for a Munich trip. Prolly end up w/ San Juan turn.  
1,@bigfatphoenix  nice one. point taken.
1,@bigfleet Of course!  All you guys + the donor ticket peeps might have a little something special waiting for you at the Hoedown... 
0,@bigfolio http://twitpic.com/702bf - Yuck! Don't think I'm in the islands anymore 
1,@BigfutMusic iphone 3.0 comes out in 2 days 
1,"@biggaboss @GravittPro  wow, this gets confusing... "
1,@biggame2175 I wanna hear the convo James  lol
0,@biggame2175 omg ur not paying attention to me and @mzfyah 
0,@BiggavellJU  IM SICK TOO  TEAR. CORRECTION.. U WAS DIAGONOSED WITH ASIAN SWAGG FLU LOL GET IT RITE.. FEEL BETTER
1,@BIGGBABE I'm not sure what you were co-signing (TRUE TRUE). I tweet a lot + couldn't tell. Nice TMeeting you regardless 
1,@BiggBlack thanksss 
0,@BiggBoyee I was washing dishes. Sorry 
1,@biggboymgmt alright alright! I will be tuning in and taking notes - remember what I said before (got a spot? raising my handz - both 
1,@BIGGC_ Are you now????!!!! 
1,"@BIGGC_ dude, why not? &quot;watch your back&quot; haha! "
0,@BIGGC_ I know!!!! They must hate them being home enjoying time with their families 
1,"@BIGGC_ lmao! gutted man, oh well, if they pay is good, should be worth it right? "
1,"@BIGGC_ No way, bailing out wrestlers!! Ok I offically want to come and work for you over the summer!!! "
1,@biggerpills Lol yeah it's pretty funny &quot;Talby punches me in the arm when no-one's looking!&quot; 
0,@biggestsonicfan it had better not sting. even water is making it sting 
1,@BiggMikeSmooth lol get pierced any where? I'm always up for one of those 
0,@biggorillavoice Only if you were standing around at the venue 6 hours before doors 
0,@biggovhealth  Have tried 3 times to &quot;join&quot; on your biggovhealth page and it keeps giving me an error message when I submit the form   FYI
1,@biggsjm Is it a family tradition? 
0,@BiggsyMalone I'm sorry  Yeah I'll be here in Dubai until the end of August (!!!)
1,@BiggTim Wow thaat is weird and yep you are following me 
1,@BiggTim Yeah no i think it's just from not sleeping enough. I dunno. Is that your kid in the picture? Cute 
0,@Bigguyinblack Can't believe you quit playing Tiny Adventures. My friends tab is nigh-empty these days 
0,@BigGuyRunning this storm is INSANE!!! I feel like a tree is going to come crashing into our window any minute. Come home from work 
1,@BigGuyZee haha well hope you'll have a lovely day 
1,"@BigGuyZee Wow, happy birthday! :O It's jonowev's 18th today aswel! "
0,@BiggzNMe how are you??? 
0,@bighatdino didja score one? i bailed when i realized i couldnt afford it now or later 
1,"@bigheadasian http://twitpic.com/6qc6i - Yayyy, that's us!   @TranquilTea is such a great place!"
0,@BigHeadAsian what happened to you guys last night...you missed out on the VIP party  Hope those noodles were good!
1,@bigheadchuck ha. Tell her she smells like a funeral. 
1,@BigHeff My bad 4 the late response I can only update my status from my phone but Friday was cool &amp; yes I performed last nite 
0,"@Bighit15 hey, in bed  you?"
0,@binkenstein It was not an unusual high price for a bagel here. Getting breakfast is more expensive than getting lunch from a restuarant. 
0,@binkitybonk Pretty much the same reason I keep my door closed. 
0,@binkley no thank god...but the other team (they were pressing full off the timeout) was right there for the putback 
1,@Binku Hehe... baya wenna epa ban... HP hodai... HP Compaq thamai awul. HP Compaq unath aluth CQ series eka awlak na 
0,@binmugahid argh! Too long to retweet 
0,@binmugahid hard to tell which.. It imitates dimensional aspect but has no similarity at all when it comes to UI.. all in chinese too.. 
1,@binmugahid hey! maybe they are creating their own Google street view 
0,@binncheol hahaha aww. I was bummed out though. They had pretty much everything til the modern day but not kings quest! Gutted 
0,@binncheol I hope you're not going to stop being friends with me either... I'd have to come up from Fermoy 
0,@Binnnnnnaaaa did u just brake up with someone ? 
1,"@binnsy #harhar (Ooh, I could buy one _in_ the US.) I laughed anyway. "
1,@binnsy You're a house too? How odd. 
1,@binnyva I got that. I think I have read it before. Thank you! 
0,@binnyva Its working with chrome.! But i dont wanna use chrome! What will i do now? I dont like chrome! 
0,@binnyva tht time it *.tff goes unknown filetype 
1,"@Binoid If I wanted a dog to follow me I'd just go buy a big steak!  Really, you should see this: http://tr.im/mrBg"
0,"@Bintang71 oh, something's wrong with the DVD I borrowed from you... Can't watch it "
0,@bintangstar Oh poor thing!  Which I have some kinda powers... To help you. 
0,@bintut We can't do it (hearing mass) today. Nasa office pa ang padre de familia  Next Sunday na lang.
1,@Bintwadee3 Yallah I'll try and come inshaAllah 
1,@biodagar lol you're not a miracle worker... they can't have the impossible 
1,"@biodagar Screwed, blued and tattooed, lady! "
1,"@Biogant I'm developing my own system based loosely on DnD for a 'pocket monster' type game, myself "
0,@BioHazard655 Forget em  What's the legality of noise pollution? How loud are you allowed to be legally? You should research it.
1,"@biomaj5 Actually I was up at that time, just never bothered to check and see if anybody else was   I hope you are feeling better dear!"
0,@biomince bye!  damn i'm so pissed right now!!!! i better not get a friggin detention because i was wearing a hat
0,@bioncaaa i went on the onsptz website but its in another language  lmfaoo im like DAMMMMIT!
0,@bioncaaa lol omg they were all wack I was so ashamed to say I know them 
0,@bioncaaa oh snap! how was that?! i've always wanted to see the roots throw down live  i've only seen questo. 75 SO isn't bad though.
1,"@bionic_creative nice cafe_press, have fun selling there "
1,@BionicBeauty I'm doing much better Jami. Hope your good too. 
0,"@bioniclaura @BarryMasterson Mine's never had that effect  Probably a good thing, now that I think of it."
1,"@bios no compromise had been made in the security of our mail servers. User accounts are vulnerable to bad passwords, but we're not.   ^JC"
1,"@bighit15 Hi - btw following mixup was at my end not yours - dms not working so can't reply - enjoy following you too, would not delete "
1,"@bighomeless Towpath would be a great spot, but I'd have to cycle about 3 miles on the road to get to it "
1,@bighomey007 New song for us Babe...Amerie's One Thing 
0,@BigJ730 sorry i forget to check this thing. No i never got a chance to get to the joe. Tickets were to much money for my income. 
1,@BigJacks I'm good! Any fun events coming up? I've yet to attend one! 
1,@bigjaffa @jonbennell I did so deal with it! 
0,@BigJimTX i think it's been scratched jim! sorry!  -Nico
0,@Bigjohnsgirl yep ur mothers day going to be rained on as well comin dwn n buckets now 
1,@bigjsl wow. Congrats. Is there any chance I counld buy you a coffee and meet face to face. Btw I am a loyal node reseller 
0,"@bigjstl I upgraded in bed, sleepy eyed with two clicks. Had no issues, guess you were unlucky "
1,@bigjstl I'm a Cornell fan. Gotta help spread the love. 
1,"@bigkapitol Thank you as well, it's always great to see you in the mornings "
0,@bigkelleh but i know i can't 
0,@bigkelleh It closed a couple of years back though 
1,@bigkelleh there's always room for improvements!!  thanks honey
1,@bigkelleh when I was really into Firefox it was before Twitter  so I guess I didn't miss much according to u ~
1,@bigking15 no thank YOU. 
0,"@BigLamboKing Hey he's on people, &amp; I really dont wanna go anymore "
0,"@biglime same  I googled it and its the same for everyone, probly jst isn't up yet"
1,"@biglittlemelody oooh, did you love it ? "
0,@bigloutech It was pretty gross 
1,@bigMACCC lol yeah thats how you spell IT lol get it!  HAR DE HAR HAR!
1,@bigmadkev no worries! Good luck for the rest of the tour 
1,@BigMamaCass I did the same when I first saw it. I hate TV news so have a thing for local news bloopers. 
1,@bigmanoren OH MY GOSH!  im so happy for you! 
1,@bigmanzest i can be ur inspiration baby ;) lol onli jokein zest ! 
1,@BigMikeInAustin I've never had Jager.  My scrip should be ready today. 
1,"@BigMikeInAustin LOL...no way man...just been wearing my Mom hat...requires a great deal of time ;-). Believe me, I missed U all!!! "
0,@BigMMike I wasnt invited 
0,@BigMMike my internet isnt hooked up at the crib yet! 
0,@bigmoney1029: I just bought some yesterday  and ate them last night. Oh man. I'm in trouble
1,"@BigMovingStock #followfriday, great stock market info, thanks Good Morning "
1,@bigname happy birthday to you ! 
1,@bignat804 how? I was good 
1,@bignatewoods  Well Leigh was @leighmathews but maybe she gave up.  Boo to that.  Welcome to the twitterverse!!  Have fun! 
0,@BigNBeardy Really sorry to hear that...   Most rubbish...
1,@BiGNobOdY or visit CultureShockMag.com  hey Thelonious P
0,@BigNoor I HATE YOU BITCH! It's not fairrrrrrrrr  I want a macbook so badly :'(
1,"@bignutter Yes, I just completed it for the first time.  After I beat the challenge maps, I'll actually make myself a cake."
1,"@biotrom no, I just cropped it. "
0,@BIPINGU eww not sure i like that 
1,@Bipolar_Blogs I do have Wordpress.  I'll take a look at FeedBurner tonight if I get a chance.  Thanks for the heads-up! 
0,@bipolarbeauti7 Hey boo! Awww I just came from leaving work downtown!!  U shoulda called me earlier  Have fun! xoxox
1,@bipolarfreak Still laughing at excuse #8.... 
1,"@bipossible Im' fine, cause I singed in my yahoo and chat with my friend "
1,"@bipsydipwater  I've heard that. Its hilarious. I could, (/have), listen to it all day."
1,"@birana_007 still 2 monts to go, but you never know, I am planning 1 month for the design and another to relax "
0,@birbrilo coffee still sucks though 
0,@BirchwD No. I forgot to check my phone 
1,"@Bird_E I'm no King James, but I have over 2500 tweets in a month; 87% of which are solid gold tweetss! But I'll be humble, "
0,@Bird_istheword I miss it so much though 
0,@birdandthebee Ugh it seems like everyone is going there this summer but me!  I miss roller coasters.
0,"@birdfinger2ya  i should have txt msgd u. get your sleep man, i know it's been a crazy week. you're going to carabana, right?"
1,@Birdie_Music you're very welcome  you r a hore
0,@birdinhand I just don't get how someone can be that inconsiderate. His &quot;recording studio&quot; is adjacent to our bedroom. 
0,@birdman4512 The rotate button won't rotate the glass so I can read the words on the other side 
0,"@BirdOnAWire55 Hmmmm, I don't think that's always the case though. It seems that I can only DM those that show up in that lil DM list "
0,@birdonfire my interview 
1,@birdsall goodnight 
1,@birdsall It's great. I love looking at that kind of stuff. Nice job. 
1,@birdsall thanks for the kind words. 
0,@Birdsingr  http://bit.ly/anQjU ACE prize winning FAN MADE vid for best single NOT  released in 2008. Please keep retweeting.
1,@Birdsofwales  whoops! thar's what I meant...
1,"@birdsonthewire heh, i think you may have hit a sore point for me "
0,@birdsonthewire why are you sad??? 
1,@birdstudios I reckon you could learn to make these! 
1,"@BirdWingPress Not at all. I'm eating now   A couple of days last week, I ate at 3 - which was late, but I was really hungry"
0,"@birdwisperer I do want bigger, but sadly don't fit on anything larger than a 250. Even that's a bit big  I'm a very tiny person lol"
0,"@birdwisperer ummm, i don't see anything.... "
1,"@Bireka109 Haha, I'm not hiding. I'm at home doing nothing at all. "
1,@Birgiieet  you bastard !  Iloveyou ! xd
1,@birgitellu I had an amazing evening! The were great! Better tehn last time i saw them! Had loads of fun! 
1,"@BirkanTore Hi Birkan! Yes, fairies   What may I share about them?"
1,@BirkanTore I agree...it depends on the rain ...I've been feeling like a duck lately though and wanting it more &amp; more 
0,@birminghamlive What - no mention of the A Camp review?? 
1,@birsfelder it was lovely.  tom got me a new pink rucksack so were off to trial it on our walk to regents park with the lunch in it. 
0,@bigogotswag awwww sorry.... Hey I texted u earlier.... 
0,"@BigOrangeKitten I'm so jealous!!! I wanted to go to the orlando show so bad, but hubby had to work. "
0,"@BigPaper really wish I could, instead I just have to imagine myself there... "
1,"@bigphilsparade I know, what's going on!? "
0,@BigPhon i'm stuck at home! 
0,"@bigpicture hhhhhissssss  that is a complete thumbs down to the legacy, I think."
1,"@bigpix2000 Oh, I was just doing some stuff around the house. "
1,@bigplrbear that's a lot of info compacted into one tweet 
0,@bigplrbear Wow. That sucks. Sorry to hear that 
0,@BigPondTeam hi Tristo. Still no resolution 
0,@BigPondTeam my hiptop mobile web is still down 
0,"@BigPoppaJerome as your mom, there is nothing funny about that picture...clearly one of your first traumas...it's awful "
0,@bigpurpleheart I'm working.  I'll be in the pbp though.
1,@bigpurpleheart Votin now! 
1,@bigred2381  Hi and Good Night 
1,@bigred2381 Mitchel and Miles are almost like brothers 
1,"@bigredintejas - i look horrible, but that's the table  http://yfrog.com/083lxj"
0,@BigRedinTejas I was not pleased  we left in the 8th because I was so sad! Damn you barry zito!!
1,@bigredranggu lloydyyyyyyyyyyy!!!  hello new tweet friend. When are you gonna be in manila? I'm here 
1,@bigredtim Thank you! 
1,@bigriveroz No they were beef. No oinking in our house  They were delicious too!
0,@bigrobsforreal its not on the family channel in canada till june 
1,@bigrocco My bottom is. 
1,@BIGROD4201 hey glad to see u here 
0,@BigRonATL I like it although @fatboibeats didn't give me a proper tour. I didn't see ur daughters artwork 
0,@BigRonATL.. I know but &quot;right here&quot; is so far away and it makes me sad.. 
0,@BigSerg i stay forgetting my glasses when im at work. LOL. i WISH i had em. damn. 
1,@bigsexylatin  dont blame her. is alot of $$. she needs her drugs. is not like she's making movies. i would take them too! 
0,@BigShinyRobot I'm sorry 
0,@BigShoesNetwork I was there but I don't think we met! 
1,"@BigShotBoss ummmmmmmmmmmmm what kind of feel are you going for??..imagine vegas, bellagio, margaritas, "
1,@bigsis222 hi lea. will u have any shows in NY? i caught your 2nd to the last night in les mis on broadway in '07. still tops my faves 
1,@bigsis222 Idol is on now!  who do u think will win?
1,@bigsis222 morning my favorite singer..hey have a safe trip and take care and by the way nice pics 
1,"@BigSithewineguy Hey there. Looks like, on BBRs website, its coming in at �999  Computer glitch or the real deal?"
1,@bigskyuniverse You crack me up. Make sure to sport a visor or hat or something. 
1,@bigsleasy we totally did the tmnt marathon 2 summers ago. we incl the nes game into the mix as well. that was an awesome day 
1,@bigslim3k nice   she could hide in that pocketbook..hehehehe
0,"@BigSMO oh nice, never ask us if we want to come "
1,"@bigsmooth433430 I heard you abused my poor, helpless baby daughter! I'm not sure if I'll let her go tomorrow night! Unless she's armed! "
0,@birssy Nothing exciting 4 me  Just had a phone call 2 say my contact lenses r ready 2 collect..thats as exciting as its going 2 get 4 me
1,@BirteEdwards I view it as a way to recognize people I interact with and not a &quot;I request you follow!&quot;  That's my interpretation 
0,@birthdaytwin that's depressing 
1,@birthdayzoot thanks! I really like it too 
0,"@bisante And the coca cola will help the strangling how exactly? lol I want one 2! Hmmm make it 1000, can't fall asleep, must study... "
1,@bisante haha i hate it when i have nutin to tweet about to 
1,@bisante hey follow me! 
1,@bisante Why would you even try to sleep at 6:30 pm? Oh wait don't worry. Time difference. 
0,@bisante your not the only one  lmao
0,@biseman still sitting at the mtn view station waiting for the train. 
0,@biseskisses Lucky you ! I'm stuck in Paris with a fucking weather . So sad 
1,@BisexualAndy.. gonna post a picture? Sounds like you had quite the fun time the other night! 
1,@BisexualManiac oh really?  when was the last time you had a smoke?
1,@bisfitty http://twitpic.com/6t9m4 - I like this one 
1,@BisforBAILEY PEANUT BUTTER IS AMAZING YOU FREAK. hopefully we have eric all the time. i loved him.  i LOVED him. i sketched on his ass 
0,@BisForBecca blah  I'm disappointed...Hopefully they release several versions of it with all songs though :/
0,@BisForBecca Cba though 
0,"@BisForBecca got up like hour 1,5h ago and still have no clue what to do today  The weather's nice, but I don't want to go out alone :@"
0,@BisforBlaire when are you coming home girll i miss you! 
0,@bishimmastar oh honey i'm sorry  i don't even kno what to say to that! ur ALWAYS in my prayers
0,@bishimmastar oh i see...pork roll eh? i want food to but i cant keep anything down  this is worse than bein preggers
0,@bishimmastar yea but i want some real dick! It's been 6 whole days  wtf you doin still up?
1,"@bishop12 ok, true, but it was still awfully funny! "
0,@BishopBrigante the one i text u last night and u came back at me with no response! 
1,@BishopGTS Interesting title. You got me curious.?? 
1,@Biso_Fly Okay. Good. I was worried...  Lol.
0,@bisonoface why'd you give me the  face? Lol
1,@bisonofase lol thats cool 
1,@Bissettie Don't tell anybody! ... or else I'll baby check you to pluto. Infertile fo lyf! 
0,@bista omg i almost did!! lol. although i fully missed the old couple's montage in the beginning which was supposedly the saddest part 
1,@bit101 I really hated Life on Mars. Which is strange cos I really like the 70s  Just seemed to take itself a bit seriously.
1,"@bit101 my fave thing to do right now is instead of laughing , is say LOL, LOL ... drives everyone nuts "
1,"@bitblonde blatantly ashes to ashes though, surely? "
1,@BitBoutique Einen Bot. Das ist ja Cheating! 
0,@bitbrit Its driving me nuts waiting for ultrasn0w... I need the unlock for Voda 
1,@bitbrit lol  I was just looking at your profile xD
1,@bitburgerlover All part of the service 
0,@bitcaw me too I'm gone a week and come back and everything dies down...maybe I should go again. 
1,"@bitcaw Ummm, FileFront shouldn't have a problem with the file size. "
0,@bitch_imight_be  kill me
0,@Bitch_Pleaz misleading title! Jessica Biel was not naked. 
0,@BitchenFries glad u are getting nice weather. It's foggy and cold here 
1,@Bitchface91 Well im hving another one today yey 
1,@BitchGrenade love creeps who steal your seat and ask you to sit on their lap! i had fun tonight 
1,@bitchinmona I don't think you're following me anyway.  
1,@bitchinmona Or if you join me now...I will wire you $77000.  the choice is yours.
0,"@bitchinmona ya, I flew Spirit once several years ago and there was a seat missing a cushion!?!?!?  Talk about old planes repainted "
1,@bitchmobile I had one of those in south Florida. Mowing around it could hurt 
1,@BitchNotAPerson  thats cool! 
1,"@BitchNotAPerson Can't wait to see it, you lucky bastard "
1,"@BitchNotAPerson He's my fav, I think "
0,@BitchNotAPerson I can understand the fear. I feel that way about many things. You really need motivation to overcome it. Mine was guilt 
0,@BitchNotAPerson oh I see - by best friend has to do that too - I be been sad all week too so maybe not the same but sad is sad 
0,@BitchNotAPerson oh okay. but you still like me? 
0,@BitchNotAPerson ouch that hurts  I didnt say that she has to be here all the time!
0,"@bitchville AHAHA I don't!  The weather's being bipolar, last night it was hella hot and now it's freezing"
1,@bitememanga I read it religiously.  I have one of them set as my wallpaper.  Makes me laugh every time.  
1,@BitePhotography my scottish bestfriend 
1,@bitesizeliz Definitely! and you can follow @picturebank too 
0,"@bitexlouise haha with the red eyes, i was going to do that on my neck with another animal, but...its unoriginal now "
1,@bitfiddler my girls 18 &amp; 20 yr old and husbie LOVE anything Pixar w/ fave being Toy Story 1. Turns into daddy/daughters love fest 
1,@bitful  now you're ready to enjoy the fantastic weather.
0,@bitmapped me too!  BUT I have to wait to go home to do it   It will be nice to see the speed difference between my 1st gen and the 3GS!
1,@bitmapped the VLANing itself is mostely just an exercise in geekery 
0,"@bitninja Nice, I'm writing a Twitter app myself, it's the XML parsing I'm having trouble with "
0,"@bitofmomsense Yes, it would be and I have to go outside photograph an event nicely dress... I am going to be thirsty... "
1,"@bitofwhimsy  Good morning to you!  A lazy kid-free day here, what are you up to today? "
1,@bitofwhimsy i walk very slowly through the coffee aisle at the store 
1,@bitolithic Thanks! 
1,@bitshow hahaha Bits! Next year... Aabangan kita  Haha
1,@bitslaw AWWWWWWWWw  TY so much  
1,@bitslaw Thanks for the FF luv 
0,@BitSnow What happened to Jessica Stroup's twitter? 
1,@bitstupid I guess I win (in a bad sense) because I've forgotten who's hated me thruout my life!  *conveniently forgets the bad*
1,"@bitsy_b heh, with the guerilla knitting on Sat &amp; Stitch and Bitch on Bremner last night, my feed is all taken up with teh knittings "
0,@BITT59 for more than two weeks now  things gone bad and he needed to leave to grandma. i think i've made the right decision.
1,@bittenbefore How long ago did you send the package? Just so i can keep track 
1,"@bittenbefore still using blanchir, but not moisturising enough. been using my revital whitening samples as addition. need gd moisturiser "
0,@BittenbyBooks 12 books by L.A. Banks are at Storycasting - but she's never come and cast  
1,@bitter_cherry  australia is full of ass holes &gt;=P lol. I &lt;3 AMERICA!
1,@Bitter_Like_You &lt;33 are you going to the next breaks gig?   xx
1,"@Bitter_Sweet_ I dont, cant have setanta and sky id get shot. "
0,@Bitter_Sweet_ I'll be distraught. 
0,@bitter_sweet2 Who knows. It makes me so sad how rude people have gotten. I deal with this so much now too. 
0,@bitterbiscuit I'm sorry  but it sounds perfect!! Joan Osborne is all sorts of fabulous
1,@bitterer Did you miss the briefing we did for Yvonne's team   ?
0,@bitteroptimist protected? uh oh 
0,@bitterpurl I emailed her and never heard back  I'm bummed 
0,@bitterpurl yeah  it was half yards of fabric $30 worth for yarn 
0,@bitterrsvveett i think i either fell or someone hit me 
1,@Bittersweet12 OMG!!.. You Like Totally Slept In My House!!! ARGHHHHH!!!!.. =P LOVES Ya...  
1,"@bittersweetgal since you're leaving pretty soon, i didnt want to burden u with a care package, but theres a surprise here for you "
0,@bittersweetpoet hi miss. im so sad we didn't spend a lot of time together. 
0,@Bitty_loves_you At least you can enter ! Living in Dublin sucks 
0,@BitXDeadweight Oh yeah - you can see that coming miles away. Worried that if I ever loose/break my K1 that's going to totally suck 
0,@bivancamp Did you update iTunes to the new version b4 you lost it? New software update killed my ipod. 
1,"@bivester we were in madison, indiana for a folk festival. i should have just called you anyway! "
0,@bivunlim FUCK! Opera had highlighted the colour of 45 so I started downloading after 45..DAMN! Sorry man! 
1,@bixsmom I'm not sure...but my knee is annoying enough to be a good reason not to visit the gym today 
1,"@biyachessa okay, okay. will check it out! XD thanks! "
0,"@biyachessa yeah, they do. but there really are too many loopholes in our laws concerning sex videos *sigh* "
1,"@biz - I am unemployed, looking for a supply chain position, I would wear a clown suit if it would get me a job.   "
1,"@biz and @ev Per-user settings would be ideal, to say the least. "
0,@biz but you're only allowed on handcarry.  ONE. 
1,@biz you gotta see it - it is worth it 
1,@bizarration I honestly love Colorado and mountains. I was considering Chicago..which is even colder. Idk I just love it there. 
1,"@Bizarration Yeah dude at lunch fa sho!, and if i dont go to chorus all night! "
0,@Bizarre57  Re: tweetdeck - keeps on crashing for me!! 
1,@Bizarre57 / Yes its looking good for the weekend Barry. All uphill after these bits of cloud move away  
1,@Bizarre57 get a spray bottle of cold water &amp; spray in front of the fan 
0,@Bizarre57 I cant stand those trees 
0,@Bizarre57 i know but it needs to be done or i will have double to do tomorrow 
1,@Bizarre57 Thank you! Yeah i am 
0,@Bizarre57 yeah the weekends go way too fast  doesn't help that I sleep in til 10am both days haha but I love my bed!
1,"@bizarrefoods I'm sad to see &quot;Bizarre Foods&quot; end, but I'm looking forward to &quot;Bizarre World&quot;!  Andrew is one of my heroes.  "
1,@bizarrefoods Your show and sci-Fi's Ghost Hunters  are my fav shows right now  I always find it wild how you would be eating something...
1,"@BizarreJC NOPE - don't have to move because it's the ONLY online PhD program in country, so I can be ANYWHERE, "
0,@bizarro7777.  That's the benefit of being an insomniac.  Oh wait.  There are no benefits.  
1,"@BizarroBytes My 3 fav movies of all time are Taxi Driver, Alien &amp; No country for old men "
1,"@bizbooks I'd put some decent content on it, amazon books and drive traffic at it if I was you "
1,@BizChamp yes! it definitely paid off ... thanks 4 the advice 
1,@BizCoachGuru It an't joke I like to buy the world a coke..... 
0,"@BizCoachScott I know. Me, either. Till I reached it. "
0,@Bizcuits nah no rest and now im writtin more docs up for my lawyer to file right now  not fun
0,"@bizzar528 good luck! dieting is miserable  i keep losing and gaining the same 15 pounds, lol."
1,@bizzarelibility Follow me! (xi fa shui LOL) Let's twit twit! 
1,"@Bizzarrojo thats what I'm sayin!!  Good night, gotta get up early"
1,@bizzbont Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,@bizziefan *lol* you seem to have woken up with more vigor towards holding onto the light today haven't you 
1,@bizziefan i know.. that is so stupid bizz.. glad your twitter is working again 
0,@bizziefan I think that's exactly what it means... 
0,"@bizziefan seriously, the fans, and even cast..we are all speaking it just seems as if they can't hear us "
0,@bizziefan sorry about the game bizz 
0,@bizziefan YW  i bet it does good luck tommorow!
1,"@Bizzle_HD @Viper_Tim hilarious  &amp; would be a sream they dont have time to put into production now, u r  smarter than they r, biz"
1,"@bizzy79 Hi Bizzy, @Banksyart is now at @Banksyart2 - he's been posting there since having probs with his @Banksyart account. "
1,@bizzylittlebee most of my dreams involve me being that farmboy 
0,"@bizzznar the other day, I got a friend request by a Debra Viray... Ps that's my mom  lol"
0,@BJ_Owens sucks 
1,"@BJ111 by the way, it's INconvenient... "
1,@BJ111 great 
1,"@BJ111 I was trying to find it on google, but came up with nothing :/ but it might be, I know that there sure are teas like that "
1,"@bjack25, not to worry I'm already safely in bed "
1,@bjam331 Don't know about fancy. It's what Amazon calls the glass pot that comes with the coffee maker. Maybe so they can charge more? 
0,@bjam331 I don't know that word 
1,@bjamesmusic have a safe ride up the coast. Don't be going 90 even though you can.  when its windy just smile cuz u know u have it better.
1,"@bjango Didn't realize you guys were based in Australia  Just picked up iStat for iPhone, really impressed!"
1,@bjaritt grilled steak wrap or fresh four cheese ravioli cream or lobster ravioli with basil cream WITH a strawpineorangbana smoothie! 
1,@bjasmine Bean sprout smoothies~Amazing! Thank you for this 
1,@bjblyth get a job there 
1,@bjblyth I hav ordered an iMac on 0% finance  will be bout a week now
1,@bjblyth you lucky thing.. im insanely jealous now! 
1,"@BJCarter BJJJJJ, you are a grace, I love you "
1,@bjdean Grinders?  Urk!  There's a zillion better places to buy coffee beans in Melbun!
1,@bje2323 that sounds like a grand plan friend 
1,@BJermain thanx buddy 
1,@bjesua THANKS 
1,"@bjhess and, thanks! "
1,@BJHewitt // that's the policy I wasused to at my old church... So that wouldn't be a big deal 
1,@BJHewitt Trying to figure your avatar out 
0,@bjimenez1024 i lost mine last week too 
0,@bjkowalSays I love toms! Mine are gross though 
1,"@BJMcd haha, well, if it makes u feel any better, I still think of u as 25! "
1,"@BJMendelson Hey, I wanna be followed more. LOL! "
1,@BJMendelson OK coolies.I didn't even know people could advertise stuff on those sites.Wicked  When is this 12hour Twitterthon?
1,"@BJNemeth me neither, I don't trust others to take pictures like I want them "
1,@bjoern86 thanks 
1,@BJoie I sent u the download link for Spanish &quot;Don't Cry&quot;...let me know when u get it 
1,@BJoiella I think i'm falling in love with you!!  xxx #iloveyou
